lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
104,0,75.79972448609556,4,15,4,2,1,0,0,0
111,1,76.04720098021025,7,5,4,2,1,0,0,0
252,0,66.46461737030506,10,28,4,2,2,3,0,0
78,0,85.5,4,8,4,1,0,3,0,0
86,0,108.68334492022461,4,28,4,3,2,2,0,0
28,0,99.49721101463331,4,15,4,6,2,0,0,0
59,0,76.5,5,11,4,3,1,0,0,0
203,1,120.16604754082829,8,7,4,9,3,0,0,0
159,0,115.15102802154284,7,7,3,3,0,0,0,0
14,0,105.0,8,19,2,2,0,0,0,0
106,0,151.87410953106854,8,24,4,4,0,0,3,0
85,0,51.98024499389098,6,9,4,1,0,0,0,0
8,0,84.75434238311402,2,20,3,1,1,0,0,0
109,0,87.02666098242541,5,27,4,1,1,0,2,0
31,0,67.54262942395789,2,5,3,1,0,2,0,0
58,0,125.39040860490519,10,7,4,3,0,0,3,0
31,0,90.66250301520013,7,1,4,1,0,2,0,0
178,0,70.0,10,14,4,1,0,0,0,0
112,0,77.7044289992054,7,7,4,2,2,0,0,0
38,0,67.5,2,13,4,1,2,3,0,0
27,0,97.79324792356492,4,12,4,2,0,3,0,0
191,0,95.68416329194655,8,26,4,2,1,0,0,0
205,0,90.95,7,5,4,5,2,0,0,0
214,0,139.94557749649607,9,23,2,1,0,0,1,0
56,0,168.3,8,19,4,2,0,0,3,0
11,0,127.16837615038524,3,16,4,1,0,0,0,0
157,0,135.66067122699542,9,30,4,2,1,0,3,0
194,1,115.34410600320547,8,7,4,3,1,0,0,0
181,0,109.23749025049918,7,2,4,4,1,0,0,0
35,0,129.3225860477508,6,27,4,2,1,0,2,0
189,1,104.76704861869473,9,29,4,1,2,0,0,0
155,0,126.5782918336289,9,16,4,3,1,0,0,0
107,0,142.7642587375641,6,10,3,3,0,0,0,0
30,0,110.37956895687125,4,13,4,2,0,0,0,0
72,0,74.17919789149377,4,3,4,1,2,1,0,0
14,0,49.54858435067284,7,26,3,2,1,0,0,0
18,0,71.61352726655039,9,11,4,1,1,3,0,0
153,0,83.15318955581496,6,28,4,3,1,0,0,0
157,0,121.64224702268943,7,15,3,2,0,0,0,0
31,0,109.64871309172325,4,14,4,3,0,0,0,0
24,0,127.8753068832378,5,21,4,1,2,0,0,0
181,0,98.1,10,11,4,1,0,3,0,0
268,1,105.36659899721816,8,6,4,1,0,0,0,0
40,0,145.23159444679627,3,23,4,3,0,0,3,0
221,0,74.41935604905781,11,23,4,3,2,0,0,0
265,1,111.81869036517831,6,24,3,2,0,1,0,0
75,0,140.20053595133626,5,14,4,3,0,0,3,0
51,0,93.49427733318122,4,21,4,2,0,3,0,0
47,1,128.95862041146233,4,30,4,3,0,0,1,0
186,0,84.56885774626963,8,26,4,6,2,2,0,0
119,0,103.9938599402798,4,28,4,4,2,0,2,0
165,0,107.63911475543381,8,12,3,3,2,0,1,0
9,0,91.70781133442364,4,23,4,1,0,0,0,0
58,0,116.1,5,17,4,2,0,3,0,0
166,0,99.45,8,7,4,2,1,0,0,0
168,2,101.37173808487672,7,30,4,2,2,0,0,0
48,0,149.51663958320475,7,1,4,1,1,0,3,0
128,0,105.3,5,5,4,2,0,0,0,0
227,1,102.85,10,4,4,4,0,0,0,0
27,0,170.7385541799657,8,18,2,3,2,0,2,0
91,0,135.77969521906178,6,19,4,1,1,0,0,0
122,0,97.1090207913992,6,25,4,2,1,0,0,0
93,0,97.71870712107288,4,9,4,3,1,0,1,0
3,0,65.0,8,23,2,1,0,0,0,0
154,0,90.92644448225012,6,26,4,2,1,0,0,0
73,1,75.59755284199953,11,18,4,3,1,3,0,0
43,0,74.8,11,25,4,2,2,3,0,0
123,0,76.5,7,13,4,3,1,0,0,0
22,0,61.48549435224393,10,16,2,1,0,0,0,0
252,0,69.66141314489649,12,28,4,6,2,3,0,0
222,0,108.29854082576307,9,13,4,3,1,1,0,0
26,1,96.37886303030959,10,13,4,1,2,0,2,0
53,0,125.85380570829325,4,18,4,2,0,0,1,0
16,0,142.9987362886942,4,14,4,1,0,0,2,0
151,0,120.44986144424594,7,5,4,4,1,0,3,0
24,0,72.8,2,13,4,1,1,0,0,0
5,0,157.42987248152588,4,7,4,2,0,0,3,0
33,0,168.08109261748814,8,10,4,1,0,0,3,0
46,0,85.0,3,20,3,2,1,0,0,0
145,0,124.94374999197892,6,2,3,3,0,0,1,0
212,0,120.25298690653034,9,19,4,4,2,0,0,0
115,0,72.25,11,24,3,3,0,0,0,0
91,0,90.81214950018558,3,24,4,3,1,0,0,0
121,1,78.30581135133734,11,14,4,2,0,3,0,0
35,0,178.72051834720725,5,16,4,1,0,0,4,0
10,0,119.16632829991045,8,15,4,2,0,0,0,0
65,0,115.84839529162423,5,14,4,2,0,1,0,0
220,1,137.58637711730705,8,31,4,2,0,0,3,0
98,1,140.3686908571352,8,8,4,2,1,0,2,0
39,0,120.88815194454182,3,20,4,3,0,0,3,0
180,0,96.3,7,23,4,0,1,0,0,0
96,0,91.26989431603212,11,26,4,2,0,0,0,0
62,0,125.62966948253778,10,19,4,2,0,0,3,0
14,0,145.0,10,6,4,1,0,0,0,0
153,0,72.05166535089786,5,8,4,3,1,0,0,0
36,0,115.29187689064999,6,26,4,1,1,0,0,0
44,0,88.86247392990337,5,22,4,2,0,3,0,0
5,1,159.15214788691952,9,15,4,2,0,0,0,0
236,1,107.3298835381591,9,12,4,4,0,0,0,0
277,0,93.42519707452057,10,19,4,2,1,0,0,0
69,0,207.9,8,10,4,0,2,0,5,0
25,0,170.6873658147432,3,4,4,2,0,0,2,0
31,0,148.26195370014244,10,10,4,2,1,0,3,0
289,1,70.47042443775754,11,27,4,4,2,2,0,0
49,0,100.16467926908149,4,11,4,2,1,0,0,0
86,0,96.3,6,26,4,0,1,0,0,0
131,1,114.4533399583271,5,3,4,3,0,0,1,0
100,0,100.80680141305162,10,27,4,4,0,0,0,0
17,0,107.83825675618237,2,19,4,6,2,0,2,0
189,0,130.01457584640755,6,14,4,2,0,0,0,0
246,0,60.71698478138553,11,23,4,4,2,1,0,0
56,0,99.96490202552876,11,10,4,2,0,0,0,0
81,0,119.04892802013583,10,2,4,1,1,0,2,0
208,0,72.32179293346331,10,27,4,1,2,0,0,0
182,0,112.15502063885393,8,14,3,2,1,0,2,0
16,0,84.14581572781769,3,4,4,1,0,3,0,0
113,0,78.00919060089453,11,13,2,4,2,0,0,0
42,0,89.2141946082191,5,21,4,1,0,3,0,0
12,0,129.4642678256003,5,26,4,0,1,2,0,0
75,0,150.45834592636828,5,29,4,1,1,0,3,0
179,0,112.9628710445534,8,30,4,2,1,0,0,0
50,1,135.87781098886666,8,8,4,3,0,0,0,0
203,0,101.68461929023667,8,5,3,3,0,0,0,0
179,0,124.76003922557175,8,30,4,2,2,0,1,0
64,0,146.9598283942224,7,25,4,2,0,0,3,0
106,0,98.12954301935505,7,18,3,1,1,0,0,0
81,1,76.5,7,26,4,1,1,0,0,0
35,0,127.27646656747511,6,29,4,3,1,0,0,0
249,1,74.13780788329373,12,27,4,6,1,0,0,0
204,1,127.50372138460591,6,10,4,5,2,0,3,0
299,1,158.4,7,18,4,2,2,0,5,0
191,0,130.5884191074429,8,5,4,3,1,0,0,0
119,0,93.58353850481241,4,6,4,2,0,2,0,0
122,0,89.81468498566086,3,30,4,2,0,0,0,0
65,0,149.4,9,8,4,2,0,0,3,0
156,0,161.1,9,1,4,2,1,1,0,0
49,0,115.5222777041361,4,5,4,2,0,2,0,0
37,0,67.5,2,14,4,1,0,3,0,0
58,0,75.33673972847626,2,5,4,2,1,0,0,0
343,0,90.0,9,13,3,2,0,0,0,0
62,0,94.79785386219685,6,24,4,1,2,3,0,0
93,0,105.72907884892426,7,14,4,3,0,0,0,0
54,0,137.48993108621414,4,11,4,1,0,0,3,0
61,0,140.4,5,28,4,1,0,0,3,0
89,0,137.04406826761473,6,22,4,1,1,0,1,0
6,0,116.60744190718238,3,19,4,2,0,0,2,0
194,1,94.23891419905314,10,5,4,1,0,0,2,0
3,0,226.6617378959029,7,3,4,2,0,0,4,0
86,0,121.35149784963062,11,8,4,2,0,0,0,0
20,0,151.2107705689329,9,24,4,1,0,1,1,0
92,0,115.9976869727177,5,2,4,0,0,2,0,0
35,0,132.2806450182046,5,21,4,1,0,0,3,0
133,0,102.20180237571913,7,18,3,2,1,0,1,0
74,1,72.25,11,14,4,3,0,0,0,0
219,0,91.48659142606105,8,4,4,3,0,1,0,0
167,0,105.3,8,5,4,1,0,0,0,0
203,0,141.26633330705073,9,6,4,2,0,0,3,0
101,0,80.4592334666303,6,13,3,2,0,0,0,0
131,0,106.44590268700455,7,6,4,2,0,0,0,0
116,0,105.3,5,5,4,2,0,0,0,0
100,0,92.3643195863094,8,4,4,3,1,3,0,0
223,2,122.84839983599184,10,29,4,1,2,0,0,0
113,0,77.3054467914809,6,10,4,1,2,0,0,0
13,0,89.0,4,17,4,0,1,3,0,0
56,1,133.08118899555726,8,9,4,3,0,0,3,0
120,0,107.54458189378107,6,3,4,2,1,0,0,0
28,0,167.3514682338897,10,12,3,2,1,0,3,0
138,0,95.61091642566569,8,24,4,1,0,0,0,0
239,0,144.52935670339863,10,6,4,3,0,0,3,0
173,0,81.93653065498161,7,8,4,4,1,2,0,0
81,1,79.7248712078309,9,6,4,3,0,0,0,0
131,0,125.5209759813852,8,28,4,4,0,0,3,0
39,0,114.3,3,17,4,0,2,0,3,0
105,0,151.75580158188865,9,12,4,1,1,0,1,0
36,0,113.1390269841493,3,26,4,2,0,0,0,0
115,0,146.26429477659943,8,5,4,2,0,0,3,0
304,0,89.0,11,3,3,3,0,0,0,0
291,0,91.60301294530537,11,27,4,3,2,0,0,0
209,0,86.25748049669436,9,29,4,3,0,2,0,0
125,0,74.85022916989134,7,13,4,3,1,1,0,0
99,2,95.32593787774358,11,2,4,2,0,0,0,0
178,0,87.99713530847825,7,22,4,1,0,3,0,0
8,0,216.28243649273168,3,16,4,3,1,0,5,0
50,1,108.0,10,3,4,2,0,0,0,0
211,0,78.28587143076905,12,27,4,4,0,2,0,0
208,0,100.13564251293408,8,20,4,2,0,0,0,0
172,1,137.7,8,10,4,3,0,0,3,0
107,0,116.56357378144692,6,13,4,2,0,3,0,0
18,0,129.0,9,25,4,0,1,3,0,0
6,0,166.61259280827588,7,21,4,0,0,0,1,0
147,1,78.54523797289318,11,8,3,3,0,2,0,0
77,0,111.01988185966015,4,27,4,3,0,0,0,0
104,1,72.25,4,18,4,3,1,2,0,0
35,0,116.7778089540185,6,29,4,3,0,0,0,0
181,0,127.01261332383135,8,20,4,3,0,0,0,0
170,0,124.34003455893006,10,3,4,2,0,0,0,0
91,0,118.88756199951082,6,14,3,3,0,0,2,0
13,0,89.0,4,17,4,1,1,3,0,0
49,1,126.21918972589627,9,9,4,2,0,3,0,0
143,0,122.02982545924675,7,19,4,3,0,0,3,0
75,0,59.63271976099351,5,9,4,2,0,3,0,0
303,0,75.3749428266735,9,20,4,2,1,0,0,0
59,0,137.71754578693157,6,25,4,1,0,0,3,0
48,1,124.1,3,18,4,2,2,0,3,0
79,0,133.31534694814425,10,21,4,2,1,0,1,0
257,0,95.29443756739954,9,3,4,3,1,0,0,0
212,0,86.50550187209113,10,19,4,1,2,0,2,0
191,0,101.99638233962429,8,25,3,3,1,0,0,0
248,0,118.20268858229036,5,25,4,2,0,0,0,0
27,1,119.0,10,17,4,3,0,3,0,0
123,1,137.8361191410992,7,21,4,4,1,0,3,0
129,0,89.25,5,15,4,2,1,3,0,0
129,0,120.62452970714675,7,31,4,3,2,0,3,0
164,0,107.31012459535079,9,15,4,2,1,1,0,0
158,0,107.0,4,12,4,2,0,0,0,0
191,0,101.84939796732766,7,25,3,3,1,0,0,0
185,0,89.88763180135963,7,16,4,4,0,1,0,0
21,0,88.0,10,25,4,2,0,3,0,0
73,0,93.6,11,4,4,2,0,0,0,0
107,0,137.17390778165253,5,4,4,1,0,0,1,0
16,0,67.0,10,17,2,1,0,0,0,0
177,0,96.3,8,27,4,0,1,0,0,0
153,1,112.80052832008104,6,1,4,1,1,0,0,0
158,1,114.75,5,25,4,4,0,0,0,0
121,0,99.45,5,6,4,2,2,0,0,0
85,0,90.74017353441396,3,13,4,4,1,0,0,0
10,0,79.0,2,12,4,1,1,3,0,0
99,0,128.4739508621717,7,3,4,2,0,0,0,0
173,0,52.466869335283626,7,25,4,4,0,3,0,0
83,0,159.99537083284974,4,2,4,2,0,0,5,0
26,0,75.10171617983855,11,22,4,3,0,0,0,0
17,0,97.94912509930845,10,27,4,2,1,0,0,0
400,0,108.10706177071437,9,24,4,0,1,1,0,0
141,0,92.48458170218254,7,16,4,1,2,3,0,0
78,0,85.5,4,10,4,0,1,3,0,0
62,0,107.99341624207432,5,18,4,2,1,0,1,0
64,0,149.4,9,15,4,1,0,0,3,0
81,0,131.51305143316827,8,5,4,2,0,0,3,0
6,0,144.2904372030318,4,11,4,4,0,0,3,0
79,0,77.12021143437818,3,3,4,1,1,1,0,0
203,0,90.4767568157614,6,29,4,2,1,0,0,0
252,1,130.26810605907448,9,10,4,3,1,0,1,0
64,0,168.3,8,8,4,0,0,0,3,0
75,0,76.5,7,6,4,1,1,0,0,0
191,1,115.3585731231084,7,3,3,2,1,0,0,0
339,0,87.95453079749547,11,14,3,2,0,0,2,0
80,0,98.0210608536349,6,1,4,1,0,0,3,0
322,0,80.0,5,19,3,3,1,0,0,0
6,1,99.94938976497544,8,16,4,0,0,0,0,0
16,0,207.71767423743032,7,11,4,2,0,0,4,0
39,0,159.18799310499352,3,24,4,2,0,0,3,0
76,0,132.05483400897427,9,4,4,2,0,0,3,0
171,2,215.47036234434768,7,18,4,2,0,0,2,0
53,0,78.47973220041443,5,27,3,1,1,1,0,0
73,0,76.50675352738762,11,18,4,2,0,3,0,0
16,0,83.6255759457844,3,4,4,4,2,3,0,0
69,1,74.15671766801466,8,23,4,4,1,0,0,0
69,0,77.39062983889536,5,12,4,0,2,0,0,0
113,0,118.1210951159483,8,7,4,3,0,0,0,0
11,0,144.49880793730685,6,9,4,1,1,0,0,0
118,0,264.47523283161433,7,9,4,0,0,0,5,0
31,0,95.71469973507062,3,11,4,2,2,0,2,0
139,0,102.04453877715696,5,30,4,3,1,0,0,0
272,1,113.27215521240142,9,27,4,2,0,0,3,0
7,0,175.90714640617452,9,6,4,2,2,0,3,0
12,0,84.92539058847318,2,4,4,2,0,0,0,0
207,0,147.00970841423495,7,25,3,2,0,0,3,0
26,0,220.3705978000037,5,19,4,3,0,0,5,0
158,1,130.05,7,22,4,2,2,0,3,0
98,0,92.21203953026554,6,25,4,1,1,3,0,0
36,1,96.12526138485538,4,1,4,3,0,0,2,0
107,1,117.00235214163996,3,19,4,1,2,0,2,0
51,0,158.83085902155835,7,17,4,1,0,0,3,0
225,0,68.0059735667906,10,25,4,1,0,2,0,0
105,0,122.24626066024354,8,24,4,2,0,0,2,0
44,0,179.29259267200715,9,3,4,1,1,0,5,0
184,0,96.3,8,29,4,0,0,0,0,0
22,0,159.0,4,23,4,1,0,0,0,0
38,0,171.19530145839724,4,28,4,1,1,0,1,0
34,0,159.3,3,25,4,1,0,0,3,0
31,0,84.81462782446823,3,5,4,1,1,0,0,0
32,0,83.83209724183023,4,17,3,1,2,0,0,0
191,0,121.55403798136699,8,2,4,2,0,0,0,0
20,0,129.0,7,4,4,2,0,2,0,0
256,1,198.9,9,8,4,1,0,0,4,0
24,0,71.59708451102908,2,8,4,4,1,0,0,0
24,0,91.0,2,13,4,1,0,0,0,0
3,0,161.8775067319705,6,9,4,1,2,0,3,0
71,0,88.65894287371422,4,3,4,1,1,0,0,0
43,0,86.4,10,6,4,1,0,0,0,0
14,0,150.30152049583805,5,28,4,2,0,0,1,0
66,0,142.03575928565232,6,19,4,2,0,0,3,0
23,0,128.49,5,21,4,4,2,0,1,0
65,0,73.62370679149606,2,14,4,2,0,2,0,0
219,0,92.7776345763788,9,5,4,2,0,2,0,0
58,0,143.60508080408152,4,15,4,4,1,1,3,0
44,0,88.17748316876751,3,21,4,2,0,3,0,0
144,1,117.50422222470299,6,23,4,1,0,0,0,0
82,0,123.53009287829761,7,18,4,3,1,0,0,0
58,0,87.17299663182665,3,23,4,1,0,3,0,0
161,0,95.81420553916955,7,20,4,3,0,3,0,0
178,0,97.26848561543699,6,1,3,1,0,0,0,0
113,0,99.94874090747328,5,2,3,1,0,0,0,0
158,1,114.75,5,25,4,4,0,0,0,0
27,0,102.86577893286251,9,26,4,2,0,0,0,0
121,1,73.45808839203373,11,28,4,3,0,1,0,0
28,0,99.52500138652175,4,18,2,1,0,0,0,0
107,1,121.9353467066047,10,4,4,2,1,1,0,0
107,0,61.165496713018904,7,10,3,3,1,0,0,0
143,0,140.7,8,17,4,3,0,0,3,0
32,0,198.71118661656195,4,28,4,2,1,0,5,0
35,0,140.4,4,22,4,1,0,0,3,0
154,0,102.84255536398518,7,24,4,1,0,0,0,0
25,0,147.5136170716173,4,13,4,1,0,0,2,0
26,1,118.82384165242237,9,18,4,3,1,0,0,0
30,1,155.80910359774327,9,17,4,1,1,0,4,0
180,0,96.3,7,28,4,0,1,0,0,0
43,0,86.61462209747607,1,16,4,3,0,0,3,0
80,0,187.1696850516814,5,15,4,3,2,0,4,0
60,0,168.42760449752558,9,24,4,1,0,0,3,0
51,0,63.75,3,9,4,3,0,3,0,0
117,0,123.61363152520317,4,28,4,2,0,0,3,0
169,1,170.56067199248733,11,7,4,3,1,0,0,0
133,0,104.33227951389073,5,26,4,3,1,0,2,0
11,0,158.74371207200184,5,2,4,1,0,0,0,0
83,0,119.44617956525732,8,2,4,2,0,0,1,0
254,0,99.98256726983729,9,12,4,4,0,0,0,0
151,0,84.53152979247966,8,29,4,3,0,3,0,0
56,0,147.96555891169135,8,25,4,4,1,0,3,0
140,0,116.27548876750836,7,5,4,3,0,1,1,0
82,1,104.45336422199227,4,14,4,3,1,0,2,0
180,0,78.67068389196183,9,11,4,1,0,3,0,0
54,0,77.29796391579181,7,27,3,1,1,0,0,0
85,0,160.68455397708806,6,20,4,2,1,0,3,0
31,0,109.30362002529343,4,13,4,3,0,0,0,0
167,0,94.29240418176613,7,28,4,2,0,2,0,0
159,0,196.94511719552602,5,26,4,3,0,0,5,0
108,0,94.5,7,26,4,1,0,3,0,0
155,0,130.28801271718297,8,1,4,2,1,0,0,0
117,0,98.09695960891547,7,16,4,2,1,0,0,0
238,0,79.05986069167247,11,29,4,1,1,3,0,0
184,0,124.81114449590137,9,3,4,3,0,0,0,0
105,0,150.99154953286677,8,24,4,4,0,0,3,0
20,0,147.45799421352538,7,3,4,2,0,0,3,0
103,0,118.89228469804154,7,3,4,3,0,0,2,0
179,0,96.05182767070117,7,22,4,0,1,0,0,0
225,1,119.77611932634679,8,14,4,3,0,0,0,0
23,1,89.8191715028514,11,17,4,2,0,3,0,0
101,0,70.86529221499102,5,18,3,3,1,0,1,0
154,0,118.87471949468821,9,15,3,2,1,0,0,0
34,0,181.5296365737533,6,13,4,1,1,0,4,0
91,0,78.00647667830789,5,4,4,1,1,0,0,0
23,0,123.47238521577702,6,28,4,2,1,0,0,0
304,0,100.37473102253576,7,14,3,2,1,0,0,0
178,1,127.67456557324886,8,21,4,3,0,0,0,0
54,0,79.2,11,11,4,1,0,3,0,0
41,1,164.00300003041107,10,19,4,3,0,0,0,0
92,1,76.5,6,31,4,1,0,0,0,0
223,0,89.94877165099274,9,17,4,1,0,0,0,0
334,0,88.74014529912203,9,13,3,3,0,0,0,0
193,0,89.25,8,24,4,4,0,3,0,0
264,0,96.1040888755825,7,4,4,2,1,0,0,0
1,0,79.9552534720664,2,11,4,1,0,3,0,0
47,1,149.4259918092134,8,1,4,1,1,0,2,0
262,0,93.6903797185717,6,4,4,2,0,0,0,0
32,0,280.92401416257246,6,25,4,3,1,0,6,0
15,0,218.37988227231546,7,29,4,3,1,0,3,0
11,0,121.021730514001,5,29,2,3,1,0,0,0
10,0,79.0,2,6,4,2,1,3,0,0
20,0,110.35869474077487,4,11,4,3,1,1,0,0
27,0,136.0800563129912,8,19,3,0,1,0,0,0
69,0,52.61990178236938,7,4,4,0,2,2,0,0
161,0,130.0,3,25,3,2,1,1,0,0
160,0,137.9132272466376,7,8,4,4,1,0,3,0
134,1,155.0315893930648,9,29,4,2,1,0,3,0
199,0,105.9985405940886,8,11,2,2,0,0,3,0
60,0,139.70182260180752,5,27,4,1,0,0,3,0
246,0,83.21240830601222,8,7,4,2,0,0,0,0
93,0,91.18141327841269,10,26,4,2,0,0,0,0
17,0,104.71220471139529,2,18,4,12,4,0,2,0
185,1,168.75412015434853,7,6,4,2,0,0,4,0
207,0,90.95,7,25,4,3,1,0,0,0
156,0,151.09385950072823,9,6,4,2,0,0,3,0
195,0,108.9,9,6,4,1,1,0,0,0
196,0,85.70953878858974,8,6,3,1,1,2,0,0
187,2,151.85818165263493,8,11,4,3,1,0,0,0
239,0,90.6,6,15,3,2,0,1,0,0
360,0,92.87155546465199,10,9,4,1,0,0,0,0
54,0,130.6951340541157,3,21,4,3,0,0,3,0
92,0,115.24584374568143,9,15,4,1,1,0,0,0
139,0,94.5,7,18,3,0,2,2,0,0
71,0,114.8130858307933,4,24,4,1,1,0,0,0
99,0,79.2,11,5,4,1,1,3,0,0
147,0,121.44487339685541,8,13,4,5,2,0,0,0
6,0,90.73372827868813,2,15,4,1,0,0,0,0
122,1,114.72222774197942,5,22,4,3,2,0,2,0
18,0,79.0,2,12,4,2,0,3,0,0
243,0,84.61421590742401,10,29,4,3,1,0,0,0
12,0,111.79305257357156,5,30,4,2,0,0,1,0
244,0,86.94181743953249,6,5,4,1,0,0,0,0
63,0,94.5,4,17,4,1,0,3,0,0
171,1,128.47043794186536,8,26,4,1,0,0,3,0
30,0,79.33657168292699,1,15,4,1,0,0,0,0
47,0,99.0,3,23,4,1,0,0,0,0
142,0,85.08061716110646,10,17,3,0,0,0,0,0
271,1,101.33,9,21,3,3,0,0,0,0
131,0,81.68358413498437,6,18,3,2,1,0,0,0
56,0,195.43998350176852,9,7,4,0,1,0,3,0
165,0,85.0,6,19,4,2,1,2,0,0
62,0,106.08698421676678,5,20,4,2,1,0,0,0
115,1,132.3,10,11,4,2,2,0,3,0
75,1,78.81879756962212,10,27,4,0,2,2,0,0
22,0,156.0,5,21,4,1,1,0,3,0
167,1,149.06417003815727,8,4,4,4,2,0,1,0
238,0,87.09378909485221,8,4,4,2,0,0,0,0
14,0,79.0,2,12,4,1,0,3,0,0
191,0,99.45,8,4,4,3,1,0,0,0
80,0,68.15090549053758,3,26,3,2,1,1,0,0
184,0,165.91439460750357,8,21,4,1,0,0,0,0
151,1,110.84998704828412,7,10,4,2,0,0,0,0
101,0,124.9382094508192,8,21,4,2,0,0,3,0
172,0,112.09710237557154,8,30,4,4,1,0,0,0
34,0,114.4192557113492,3,24,4,2,0,1,0,0
15,0,79.31077026363705,2,13,3,2,0,2,0,0
104,0,75.53441687543516,10,12,4,2,0,0,0,0
43,0,67.04024620622062,2,7,4,2,1,0,1,0
151,0,98.27892435998838,7,3,4,2,0,3,0,0
56,0,127.73488634109226,10,21,4,1,1,0,0,0
277,0,89.41036299810133,11,6,4,4,0,0,0,0
443,0,63.11525014156864,4,29,3,1,0,0,0,0
37,0,89.04014699803803,5,18,2,1,0,0,0,0
99,1,121.79663897796996,7,26,4,2,0,0,0,0
179,0,108.82807881206018,9,1,4,1,1,0,0,0
180,1,120.0,10,10,3,1,0,0,0,0
44,1,125.53094856366404,9,5,4,2,0,0,2,0
71,0,151.98093491379,8,19,4,1,0,0,3,0
141,0,75.02247965312749,6,2,3,2,0,0,0,0
10,0,137.9125102640577,8,12,4,5,2,1,0,0
144,1,111.20379876368122,7,23,4,5,2,0,3,0
98,0,96.83126502999237,9,29,3,2,0,0,0,0
281,1,84.654735078309,12,29,4,2,1,0,0,0
99,0,118.37368855265449,5,5,4,2,0,1,0,0
101,0,94.5,7,17,4,1,2,1,0,0
285,0,94.97490897640174,7,20,4,3,0,0,0,0
24,0,118.50322834538612,9,8,4,0,1,3,0,0
38,0,180.72505371990937,4,16,4,1,1,0,4,0
57,0,123.3022376289043,9,1,4,3,0,0,3,0
131,0,111.16754901700394,6,28,4,2,0,0,1,0
178,1,112.41080087403571,7,26,4,2,0,0,0,0
57,1,121.10881240288546,9,1,4,2,0,0,1,0
101,0,98.0019937252337,6,7,3,0,0,0,0,0
65,0,91.53470950965259,9,5,4,1,0,2,0,0
129,0,78.55728856592975,11,26,4,1,1,2,0,0
94,0,95.77444281119624,4,9,4,2,1,0,0,0
232,0,90.91271089145334,8,26,4,3,0,0,0,0
182,0,119.4621279347769,9,12,3,1,0,0,0,0
85,1,88.98663810589689,3,23,4,3,0,0,0,0
35,0,71.44947485391339,2,13,4,1,1,2,0,0
161,0,130.0,3,25,3,2,1,1,0,0
8,0,188.95120993717822,7,7,4,1,1,0,0,0
5,0,94.13167603634963,11,2,1,2,0,0,3,0
254,1,91.44190375559808,10,12,4,4,0,0,0,0
5,0,90.0,8,10,4,4,1,0,0,0
59,0,100.42289146995783,4,27,4,3,0,3,0,0
68,0,149.52431791600105,7,5,4,2,0,0,3,0
28,0,103.48135054588157,3,5,4,0,2,0,3,0
272,0,90.32530793643744,6,27,4,2,1,0,0,0
132,0,120.55051993483593,6,29,4,4,2,0,3,0
48,0,87.20853125333741,11,4,4,3,0,1,0,0
64,0,121.1829381673112,7,26,4,2,1,1,0,0
34,0,224.67,9,23,3,3,0,1,0,0
14,0,84.67048641404395,2,3,4,4,1,1,0,0
178,0,87.9846326715667,7,22,4,2,0,3,0,0
156,1,149.94578828186482,9,9,4,1,1,0,3,0
49,0,105.72890226824867,7,8,4,1,0,3,0,0
52,0,116.62829899818841,7,9,4,1,1,0,2,0
96,1,132.6,5,12,4,3,2,0,3,0
25,0,134.54831533497202,8,14,4,2,2,3,0,0
142,0,114.78468676374936,8,11,4,1,0,0,0,0
177,1,125.58169869791826,8,24,4,2,1,0,0,0
167,0,96.3,6,29,4,2,0,0,0,0
216,0,98.15190575236478,8,28,4,2,0,0,0,0
175,1,104.4,10,28,4,1,2,0,3,0
265,1,110.28878279252305,6,24,3,2,0,1,0,0
100,0,101.61865885210194,9,16,4,2,0,0,0,0
379,1,75.41765920484694,11,20,3,2,0,0,0,0
68,0,79.84463569754091,4,23,3,2,2,0,0,0
32,0,115.27432855402051,3,16,4,0,0,2,0,0
309,1,75.38676339872272,11,23,4,3,0,3,0,0
166,0,110.0,11,1,3,3,0,0,0,0
294,0,74.3269436763897,5,12,3,2,0,0,0,0
174,0,78.6693970358742,7,18,3,3,1,0,0,0
201,1,113.86895403763731,8,17,3,2,0,0,2,0
252,1,183.09104844904292,9,10,4,1,0,0,3,0
245,0,109.6010258774887,6,6,4,2,1,0,0,0
19,0,191.0,8,14,4,1,2,0,3,0
236,1,130.34072330606085,10,28,4,2,0,0,1,0
100,2,93.0256184938997,11,2,4,2,1,0,0,0
10,1,140.32679882467968,7,15,4,1,0,2,0,0
29,0,94.47579857317386,8,12,4,0,2,0,0,0
287,1,105.39321890949272,9,29,4,1,1,0,2,0
149,0,105.75760394188411,7,19,4,2,2,0,0,0
78,0,121.59592357549685,9,1,4,2,0,2,0,0
131,0,140.28078052982627,7,30,4,5,2,0,3,0
37,0,201.44339462846884,7,21,3,1,0,0,3,0
20,1,79.0,2,22,4,2,1,3,0,0
4,0,83.21421879917433,2,11,4,3,0,0,1,0
199,0,102.21067835387748,8,8,4,2,0,1,0,0
133,0,83.57276535004112,8,17,3,2,1,0,2,0
207,0,97.87268504564578,9,22,4,3,1,0,0,0
49,1,158.4,10,15,4,1,1,0,3,0
